#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PPP1R16B	9606.ENSP00000299824	Protein phosphatase 1 regulatory inhibitor subunit 16B; Regulator of protein phosphatase 1 (PP1) that acts as a positive regulator of pulmonary endothelial cell (EC) barrier function. Involved in the regulation of the PI3K/AKT signaling pathway, angiogenesis and endothelial cell proliferation. Regulates angiogenesis and endothelial cell proliferation through the control of ECE1 dephosphorylation, trafficking and activity (By similarity). Protects the endothelial barrier from lipopolysaccharide (LPS)-induced vascular leakage (By similarity). Involved in the regulation of endothelial cel [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=567:ANK(67|96)+ANK(100|129)+ANK(133|162)+ANK(228|257)+ANK(261|290)+	26051,A2RRR6,AAI31802.1,AAI52468.1,AAK52796.1,AB020630,AB177855,AF362910,AL023803,AL031657,AL121889,ANKRD4,Ankyrin repeat domain-containing protein 4,BAA74846.2,BAD66833.1,BC131801,BC152467,CAAX box protein TIMAP,CCDS13309,CCDS13309.1,CCDS54462,CCDS54462.1,CH471077,E9PFS8,EAW76009.1,ENSG00000101445,ENSP00000299824,ENSP00000362425,ENSP00000362428,ENSP00000403600,ENST00000299824,ENST00000299824.5,ENST00000373328,ENST00000373331,ENST00000373331.2,ENST00000438192,ENST00000463749,ENST00000463749.1,ENST00000468265,ENST00000468265.5,HGNC:15850,HPA049571,KIAA0823,NM_001172735,NM_001172735.2,NM_001172735.3,NM_015568,NM_015568.3,NM_015568.4,NP_001166206,NP_001166206.1,NP_056383,NP_056383.1,NX_Q96T49,O94912,OMIM:613275,OTTHUMG00000032465,PP16B_HUMAN,PPP1R16B,PPP1R16B-201,PPP1R16B-202,PPP1R16B-203,PPP1R16B-204,Protein phosphatase 1 regulatory subunit 16B,Q5W9G4,Q96T49,Q9NQG4,TGF-beta-inhibited membrane-associated protein,TIMAP,UPI0000132059,UPI0000D6108E,URS00008C2537,XM_011528768,XM_011528768.3,XM_011528769,XM_011528769.2,XM_017027785,XM_017027785.1,XP_011527070,XP_011527070.1,XP_011527071,XP_011527071.1,XP_016883274,XP_016883274.1,ankyrin repeat domain protein 4,hTIMAP,hsa:26051,protein phosphatase 1 regulatory subunit 16B,protein phosphatase 1, regulatory subunit 16B,uc002xje.3
PPP4R4	9606.ENSP00000305924	Serine/threonine-protein phosphatase 4 regulatory subunit 4; Putative regulatory subunit of serine/threonine-protein phosphatase 4.	http://smart.embl.de/smart/DDvec.cgi?smart=873:	57718,AAH02650.2,AAH68491.1,AB046842,AL117259,AL121838,BAB13448.1,BC002650,BC068491,CCDS9921,CCDS9921.1,CCDS9922,CCDS9922.1,CFAP14,CH471061,EAW81561.1,EAW81562.1,ENSG00000119698,ENSP00000305924,ENSP00000317276,ENSP00000330831,ENSP00000376810,ENSP00000451543,ENSP00000451556,ENSP00000452121,ENST00000304338,ENST00000304338.7,ENST00000326234,ENST00000328839,ENST00000328839.3,ENST00000393098,ENST00000553661,ENST00000553661.5,ENST00000555690,ENST00000555690.5,ENST00000556470,ENST00000556470.1,ENST00000556884,ENST00000556884.5,G3V422,G3V431,G3V516,HGNC:23788,HPA041866,HPA050321,KIAA1622,NM_001348142,NM_001348142.1,NM_001348143,NM_001348143.2,NM_001348144,NM_001348144.2,NM_001348145,NM_001348145.1,NM_020958,NM_020958.2,NM_058237,NM_058237.1,NM_058237.2,NP_001335071,NP_001335071.1,NP_001335072,NP_001335072.1,NP_001335073,NP_001335073.1,NP_001335074,NP_001335074.1,NP_066009,NP_066009.2,NP_478144,NP_478144.1,NR_145441,NR_145441.2,NX_Q6NUP7,OMIM:616790,OTTHUMG00000171344,PP4R4,PP4R4_HUMAN,PPP4R4,PPP4R4-201,PPP4R4-202,PPP4R4-203,PPP4R4-204,PPP4R4-205,PPP4R4-206,Protein phosphatase 4 regulatory subunit 4,Q6NUP7,Q9BUF8,Q9HCF0,UPI0000161416,UPI000016223B,UPI00021CF3EC,UPI00021CF3ED,UPI00021CF3EE,URS0000EABBE2,XM_011537039,XM_011537039.2,XM_011537040,XM_011537040.2,XM_017021528,XM_017021528.2,XM_024449672,XM_024449672.1,XM_024449673,XM_024449673.1,XP_011535341,XP_011535341.1,XP_011535342,XP_011535342.1,XP_016877017,XP_016877017.1,XP_024305440,XP_024305440.1,XP_024305441,XP_024305441.1,cilia and flagella associated protein 14,hsa:57718,protein phosphatase 4 regulatory subunit 4,uc001ycr.4,uc001ycs.1
RAB3C	9606.ENSP00000282878	Ras-related protein Rab-3C; Protein transport. Probably involved in vesicular traffic (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=227:RAB(31|194)+	115827,AAH13033.1,AAK08968.1,AY026936,BC013033,CCDS3976,CCDS3976.1,ENSG00000152932,ENSP00000282878,ENSP00000370550,ENST00000282878,ENST00000282878.5,ENST00000381158,ENST00000381158.3,ENST00000507977,ENST00000507977.1,ENST00000513316,ENST00000513316.1,HGNC:30269,HPA003160,HPA048156,NM_001317915,NM_001317915.1,NM_001317915.2,NM_138453,NM_138453.3,NM_138453.4,NP_001304844,NP_001304844.1,NP_612462,NP_612462.1,NX_Q96E17,OMIM:612829,OTTHUMG00000097053,Q96E17,R-HSA-392499,R-HSA-597592,R-HSA-8873719,RAB3C,RAB3C, member RAS oncogene family,RAB3C-201,RAB3C-202,RAB3C-203,RAB3C-204,RAB3C_HUMAN,Ras-related protein Rab-3C,UPI0000133178,URS00008C0A9C,URS0000DC1F84,hsa:115827,uc003jrp.4
RBFOX3	9606.ENSP00000463653	RNA binding protein fox-1 homolog 3; Pre-mRNA alternative splicing regulator. Regulates alternative splicing of RBFOX2 to enhance the production of mRNA species that are targeted for nonsense-mediated decay (NMD).	https://smart.embl.de/smart/DDvec.cgi?smart=312:RRM(100|171)+Pfam_Fox-1_C(208|297)+	146713,A0A3B3ITL7,A6NFN3,AC020689,AC021534,AC027824,AC055858,AC073624,AC142247,AK293617,AK293905,B4DEG6,B4DF29,BAG57077.1,BAG57290.1,CAB078782,CCDS45805,CCDS45805.1,ENSG00000167281,ENSP00000310398,ENSP00000331806,ENSP00000332795,ENSP00000342677,ENSP00000344689,ENSP00000344726,ENSP00000354112,ENSP00000393262,ENSP00000408395,ENSP00000412410,ENSP00000462007,ENSP00000463653,ENSP00000463964,ENSP00000464186,ENSP00000464946,ENSP00000465367,ENSP00000467872,ENSP00000468693,ENSP00000497797,ENST00000311270,ENST00000329056,ENST00000331900,ENST00000338834,ENST00000339178,ENST00000340721,ENST00000360865,ENST00000415831,ENST00000447090,ENST00000453134,ENST00000578887,ENST00000578887.1,ENST00000578998,ENST00000578998.1,ENST00000580155,ENST00000580155.5,ENST00000580508,ENST00000580508.1,ENST00000581393,ENST00000581393.5,ENST00000582043,ENST00000582043.5,ENST00000582139,ENST00000582139.1,ENST00000582344,ENST00000582344.1,ENST00000582880,ENST00000582880.6,ENST00000582894,ENST00000582894.5,ENST00000583458,ENST00000583458.5,ENST00000584778,ENST00000584778.5,ENST00000648001,ENST00000648001.1,FOX-3,FOX3,Fox-1 homolog C,HGNC:27097,HPA030790,HRNBP3,J3QQZ2,J3QRF4,K7EJX6,K7EQK7,K7ESF7,KF570271,NEUN,NM_001082575,NM_001082575.2,NM_001350451,NM_001350451.2,NM_001350453,NM_001350453.2,NP_001076044,NP_001076044.1,NP_001337380,NP_001337380.1,NP_001337382,NP_001337382.1,NX_A6NFN3,NeuN,NeuN antigen,Neuronal nuclei antigen,OMIM:616999,OTTHUMG00000150183,RBFOX3,RBFOX3-201,RBFOX3-202,RBFOX3-203,RBFOX3-204,RBFOX3-205,RBFOX3-206,RBFOX3-207,RBFOX3-208,RBFOX3-209,RBFOX3-210,RBFOX3-211,RBFOX3-212,RBFOX3-213,RFOX3_HUMAN,RNA binding fox-1 homolog 3,RNA binding protein fox-1,RNA binding protein fox-1 homolog 3,RNA binding protein, fox-1 homolog 3,UPI000020041C,UPI0000456B1E,UPI000155D552,UPI00017A6FDB,UPI0002670C04,UPI000284117D,UPI000284117E,UPI000284117F,UPI000E6F1847,URS00008B3A4F,URS00008BB196,XM_011524359,XM_011524359.1,XM_011524360,XM_011524360.1,XM_011524362,XM_011524362.2,XM_011524365,XM_011524365.2,XM_011524366,XM_011524366.2,XM_011524367,XM_011524367.2,XM_017024208,XM_017024208.1,XM_017024209,XM_017024209.1,XM_017024210,XM_017024210.1,XM_017024210.2,XM_017024211,XM_017024211.2,XM_024450592,XM_024450592.1,XM_024450593,XM_024450593.1,XM_024450594,XM_024450594.1,XM_024450595,XM_024450595.1,XM_024450596,XM_024450596.1,XM_024450597,XM_024450597.1,XM_024450598,XM_024450598.1,XM_024450599,XM_024450599.1,XM_024450600,XM_024450600.1,XM_024450601,XM_024450601.1,XM_024450602,XM_024450602.1,XM_024450603,XM_024450603.1,XP_011522661,XP_011522661.1,XP_011522662,XP_011522662.1,XP_011522664,XP_011522664.1,XP_011522667,XP_011522667.1,XP_011522668,XP_011522668.1,XP_011522669,XP_011522669.1,XP_016879697,XP_016879697.1,XP_016879698,XP_016879698.1,XP_016879699,XP_016879699.1,XP_016879700,XP_016879700.1,XP_024306360,XP_024306360.1,XP_024306361,XP_024306361.1,XP_024306362,XP_024306362.1,XP_024306363,XP_024306363.1,XP_024306364,XP_024306364.1,XP_024306365,XP_024306365.1,XP_024306366,XP_024306366.1,XP_024306367,XP_024306367.1,XP_024306368,XP_024306368.1,XP_024306369,XP_024306369.1,XP_024306370,XP_024306370.1,XP_024306371,XP_024306371.1,hexaribonucleotide binding protein 3,hsa:146713,neuronal nuclei,uc010dhs.5
RBP4	9606.ENSP00000360522	Plasma retinol-binding protein(1-176); Retinol-binding protein that mediates retinol transport in blood plasma. Delivers retinol from the liver stores to the peripheral tissues (Probable). Transfers the bound all-trans retinol to STRA6, that then facilitates retinol transport across the cell membrane ; Belongs to the calycin superfamily. Lipocalin family.	https://smart.embl.de/smart/DDvec.cgi?smart=201:SIGNAL(1|18)+Pfam_Lipocalin(39|188)+	1BRP,1BRQ,1JYD,1JYJ,1QAB,1RBP,1RLB,2WQ9,2WQA,2WR6,3BSZ,3FMZ,4O9S,4PSQ,5950,5NTY,5NU2,5NU6,5NU7,5NU8,5NU9,5NUA,5NUB,AAC02945.1,AAC02946.1,AAF69622.1,AAH20633.1,AF025334,AF025335,AF119868,AL356214,BC020633,CAA24959.1,CAA26553.1,CAB004555,CAB46489.1,CCDS31249,CCDS31249.1,CCDS81488,CCDS81488.1,CH471066,CHEMBL3100,D3DR38,EAW50065.1,EAW50066.1,EAW50067.1,EAW50068.1,ENSG00000138207,ENSP00000260780,ENSP00000360518,ENSP00000360519,ENSP00000360522,ENSP00000360524,ENSP00000412080,ENSP00000480654,ENSP00000487033,ENST00000260780,ENST00000371463,ENST00000371464,ENST00000371464.7,ENST00000371467,ENST00000371467.5,ENST00000371469,ENST00000371469.2,ENST00000454814,ENST00000615669,ENST00000629763,ENST00000629763.2,HGNC:9922,HPA001641,MCOPCB10,NM_001323517,NM_001323517.1,NM_001323518,NM_001323518.1,NM_006744,NM_006744.3,NM_006744.4,NP_001310446,NP_001310446.1,NP_001310447,NP_001310447.1,NP_006735,NP_006735.2,NX_P02753,O43478,O43479,OMIM:180250,OTTHUMG00000018773,P02753,PRBP,PRO2222,Plasma retinol-binding protein,Plasma retinol-binding protein(1-176),Plasma retinol-binding protein(1-179),Plasma retinol-binding protein(1-181),Plasma retinol-binding protein(1-182),Q5VY24,Q5VY30,Q8WWA3,Q9P178,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-196854,R-HSA-2187338,R-HSA-2453864,R-HSA-2453902,R-HSA-2474795,R-HSA-372790,R-HSA-388396,R-HSA-418594,R-HSA-5663202,R-HSA-6806667,R-HSA-6809583,R-HSA-975634,RBP,RBP4,RBP4-201,RBP4-202,RBP4-203,RBP4-204,RDCCAS,RET4_HUMAN,Retinol binding protein 4,Retinol-binding protein 4,UPI0000044958,UPI00001F93DB,X00129,X02775,X02824,hsa:5950,retinol binding protein 4,retinol-binding protein 4, plasma,uc001kit.4,uc057uxf.1
RGS4	9606.ENSP00000397181	Regulator of G-protein signaling 4; Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Activity on G(z)-alpha is inhibited by phosphorylation of the G-protein. Activity on G(z)-alpha and G(i)- alpha-1 is inhibited by palmitoylation of the G-protein.	https://smart.embl.de/smart/DDvec.cgi?smart=302:RGS(159|275)+	5999,A0A024R909,A7XA56,A7XA58,A7XA59,A7YVV7,AAC50395.1,AAH00737.1,AAH51869.1,AAM12642.1,AAP35671.1,ABC94590.1,ABC94591.1,ABC94592.1,ABL74968.1,AF493928,AK093959,AK295540,AK296240,AK312250,AL583850,B1APZ3,BAG35182.1,BAG58449.1,BAG58958.1,BC000737,BC051869,BT007025,CCDS1243,CCDS1243.1,CCDS44270,CCDS44270.1,CCDS44271,CCDS44271.1,CCDS44272,CCDS44272.1,CH471067,CHEMBL1795091,DQ346662,DQ346663,DQ346664,E9PR32,E9PS05,EAW90727.1,EAW90728.1,EAW90729.1,EF054877,ENSG00000117152,ENSP00000235803,ENSP00000320008,ENSP00000320334,ENSP00000356882,ENSP00000356883,ENSP00000356884,ENSP00000356885,ENSP00000397181,ENSP00000432194,ENSP00000433261,ENSP00000436106,ENST00000235803,ENST00000315568,ENST00000315595,ENST00000367906,ENST00000367906.7,ENST00000367907,ENST00000367908,ENST00000367908.8,ENST00000367909,ENST00000367909.10,ENST00000421743,ENST00000421743.6,ENST00000491263,ENST00000491263.1,ENST00000527393,ENST00000527393.5,ENST00000527809,ENST00000527809.5,ENST00000528938,ENST00000528938.1,ENST00000531057,ENST00000531057.5,ENST00000533019,ENST00000533019.1,HGNC:10000,HPA030802,NM_001102445,NM_001102445.2,NM_001113380,NM_001113380.1,NM_001113381,NM_001113381.1,NM_005613,NM_005613.5,NP_001095915,NP_001095915.1,NP_001106851,NP_001106851.1,NP_001106852,NP_001106852.1,NP_005604,NP_005604.1,NX_P49798,OMIM:602516,OTTHUMG00000034417,P49798,R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-416476,R-HSA-418594,R-HSA-418597,RGP4,RGS4,RGS4-201,RGS4-202,RGS4-203,RGS4-204,RGS4-205,RGS4-206,RGS4-207,RGS4-208,RGS4-209,RGS4-210,RGS4_HUMAN,Regulator of G protein signaling 4,Regulator of G-protein signaling,Regulator of G-protein signaling 4,SCZD9,U27768,UPI0000044572,UPI000040DFB1,UPI0000458A50,UPI0000E1EDBA,UPI0001F78444,UPI0001F78445,hsa:5999,regulator of G protein signaling 4,regulator of G-protein signaling 4,regulator of G-protein signalling 4,schizophrenia disorder 9,uc001gcl.5,uc009wuy.4
RYR2	9606.ENSP00000355533	Ryanodine receptor 2; Calcium channel that mediates the release of Ca(2+) from the sarcoplasmic reticulum into the cytoplasm and thereby plays a key role in triggering cardiac muscle contraction. Aberrant channel activation can lead to cardiac arrhythmia. In cardiac myocytes, calcium release is triggered by increased Ca(2+) levels due to activation of the L-type calcium channel CACNA1C. The calcium channel activity is modulated by formation of heterotetramers with RYR3. Required for cellular calcium ion homeostasis. Required for embryonic heart development. Belongs to the ryanodine rec [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=4967:MIR(110|165)+MIR(172|217)+MIR(225|280)+MIR(286|376)+Pfam_RYDR_ITPR(454|648)+SPRY(670|808)+Pfam_RyR(862|952)+Pfam_RyR(976|1066)+SPRY(1098|1221)+SPRY(1423|1561)+Pfam_RYDR_ITPR(2123|2336)+Pfam_RyR(2701|2791)+Pfam_RyR(2821|2905)+Pfam_RIH_assoc(3830|3948)+EFh(4027|4055)+EFh(4062|4090)+TRANS(4280|4302)+Pfam_RR_TM4-6(4333|4599)+Pfam_Ion_trans(4707|4878)+	4JKQ,6262,AJ002511,AJ300340,AJ300341,AJ300342,AJ300343,AJ300344,AJ300345,AJ300346,AJ300347,AJ300348,AJ300349,AJ300350,AJ300351,AJ300352,AJ300353,AJ300354,AJ300355,AJ300356,AJ300357,AJ300358,AJ300359,AJ300360,AJ300361,AJ300362,AJ300363,AJ300364,AJ300365,AJ300366,AJ300367,AJ300368,AJ300369,AJ300370,AJ300371,AJ300372,AJ300373,AJ300374,AJ300375,AJ300376,AJ300377,AJ300378,AJ300379,AJ300380,AJ300381,AJ300382,AJ300383,AJ300384,AJ300385,AJ300386,AJ300387,AJ300388,AJ300389,AJ300390,AJ300391,AJ300392,AJ300393,AJ300394,AJ300395,AJ300396,AJ300397,AJ300398,AJ300399,AJ300400,AJ300401,AJ300402,AJ300403,AJ300404,AJ300405,AJ300406,AJ300407,AJ300408,AJ300409,AJ300410,AJ300411,AJ300412,AJ300413,AJ300414,AJ300415,AJ300416,AJ300417,AJ300418,AJ300419,AJ300420,AJ300421,AJ300422,AJ300423,AJ300424,AJ300425,AJ300426,AJ300427,AJ300428,AJ300429,AJ300430,AJ300431,AJ300432,AJ300433,AJ300434,AJ300435,AJ300436,AJ300437,AJ300438,AJ300439,AJ300440,AJ300441,AJ300442,AJ300443,AJ300444,AL356773,AL359924,AL365332,AL391809,AL442065,AL445473,AL513130,ARVC2,ARVD2,CAA05502.1,CAA62975.1,CAA66975.1,CAA69395.1,CAC18855.1,CAH71369.1,CAH71393.1,CAH73918.1,CAI14440.1,CAI15350.1,CAI15936.1,CAI22065.1,CCDS55691,CCDS55691.1,CHEMBL4403,Cardiac muscle ryanodine receptor,ENSG00000198626,ENSP00000348047,ENSP00000353174,ENSP00000355533,ENSP00000439181,ENSP00000440450,ENSP00000442743,ENSP00000443798,ENSP00000499393,ENSP00000499653,ENSP00000499659,ENSP00000499787,ENST00000355794,ENST00000360064,ENST00000360064.7,ENST00000366574,ENST00000366574.6,ENST00000462585,ENST00000462585.1,ENST00000466626,ENST00000466626.1,ENST00000536033,ENST00000540213,ENST00000542288,ENST00000542537,ENST00000608590,ENST00000608590.5,ENST00000609119,ENST00000609119.1,ENST00000609253,ENST00000659194,ENST00000660292,ENST00000661330,H7BY35,HGNC:10484,HPA020028,LRG_402,LRG_402t1,NM_001035,NM_001035.2,NM_001035.3,NP_001026,NP_001026.2,NX_Q92736,OMIM:180902,OTTHUMG00000039543,Q15411,Q546N8,Q5T3P2,Q92736,R-HSA-2672351,R-HSA-382551,R-HSA-397014,R-HSA-5576891,R-HSA-5578775,R-HSA-983712,RYR-2,RYR2,RYR2-201,RYR2-202,RYR2-203,RYR2-204,RYR2-205,RYR2-206,RYR2-207,RYR2-208,RYR2-209,RYR2_HUMAN,RyR,RyR2,Ryanodine receptor 2,Type 2 ryanodine receptor,UPI0000DD0308,UPI0004E4C877,UPI00114808EA,UPI001148ABE2,UPI00114A7A89,UPI00114BD654,URS00008B9A21,URS0000EC19B8,VTSIP,X91869,X98330,XM_006711802,XM_006711802.3,XM_006711803,XM_006711803.3,XM_006711804,XM_006711804.3,XM_006711805,XM_006711805.3,XM_006711806,XM_006711806.3,XM_006711807,XM_006711807.3,XM_006711808,XM_006711808.3,XM_006711810,XM_006711810.3,XM_017002028,XM_017002028.1,XP_006711865,XP_006711865.1,XP_006711866,XP_006711866.1,XP_006711867,XP_006711867.1,XP_006711868,XP_006711868.1,XP_006711869,XP_006711869.1,XP_006711870,XP_006711870.1,XP_006711871,XP_006711871.1,XP_006711873,XP_006711873.1,XP_016857517,XP_016857517.1,Y08218,arrhythmogenic right ventricular dysplasia 2,hRYR-2,hsa:6262,ryanodine receptor 2,ryanodine receptor 2 (cardiac),uc001hyl.2
SCN3B	9606.ENSP00000376523	Sodium channel subunit beta-3; Modulates channel gating kinetics. Causes unique persistent sodium currents. Inactivates the sodium channel opening more slowly than the subunit beta-1. Its association with NFASC may target the sodium channels to the nodes of Ranvier of developing axons and retain these channels at the nodes in mature myelinated axons (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=215:SIGNAL(1|24)+IG(30|140)+TRANS(153|175)+	4L1D,55800,A0A024R3H7,A5H1I5,AAI17283.1,AAI26266.1,AB032984,ABQ01237.1,AJ243396,AK314513,AL136589,ATFB16,BAA86472.1,BAG37113.1,BC117282,BC126265,BRGDA7,CAB66524.1,CAB76825.1,CCDS8442,CCDS8442.1,CH471065,DQ677666,EAW67550.1,EAW67551.1,EAW67552.1,ENSG00000166257,ENSP00000299333,ENSP00000376523,ENSP00000432785,ENSP00000434363,ENSP00000435554,ENSP00000499234,ENSP00000499439,ENSP00000499518,ENSP00000499755,ENST00000299333,ENST00000299333.7,ENST00000392770,ENST00000392770.6,ENST00000527125,ENST00000527125.1,ENST00000527836,ENST00000528267,ENST00000530277,ENST00000530277.5,ENST00000655686,ENST00000657123,ENST00000657191,ENST00000659826,ENST00000667790,HGNC:20665,HPA041707,HSA243396,KIAA1158,LRG_421,LRG_421t1,NM_001040151,NM_001040151.1,NM_018400,NM_018400.3,NP_001035241,NP_001035241.1,NP_060870,NP_060870.1,NX_Q9NY72,OMIM:608214,OTTHUMG00000166006,Q17RL3,Q9NY72,Q9ULR2,R-HSA-1266738,R-HSA-373760,R-HSA-397014,R-HSA-422475,R-HSA-445095,R-HSA-5576891,R-HSA-5576892,SCN3B,SCN3B-201,SCN3B-202,SCN3B-203,SCN3B-204,SCN3B-205,SCN3B-206,SCN3B-207,SCN3B-208,SCN3B-209,SCN3B_HUMAN,SCNB3,Sodium channel subunit beta-3,Sodium voltage-gated channel beta subunit 3,UPI00000341C8,UPI00114AE3DD,UPI00114C244F,URS0000EEB4CB,Voltage-gated sodium channel type III beta,XM_011542897,XM_011542897.1,XM_011542897.2,XP_011541199,XP_011541199.1,hsa:55800,sodium channel, voltage-gated, type III, beta,sodium voltage-gated channel beta subunit 3,uc001pza.2
SHISAL1	9606.ENSP00000370568	Protein shisa-like-1; Shisa like 1.	https://smart.embl.de/smart/DDvec.cgi?smart=199:SIGNAL(1|25)+TRANS(99|121)+	85352,A6NHP0,A9Z1Z0,AAI04184.1,AAI04185.1,AB051431,AL022339,AL591914,BAB33314.1,BC104183,BC104184,CCDS43025,CCDS43025.1,ENSG00000138944,ENSP00000266255,ENSP00000370568,ENSP00000409076,ENST00000266255,ENST00000381176,ENST00000381176.4,ENST00000416940,HGNC:29335,HPA051178,KIAA1644,NM_001099294,NM_001099294.1,NM_001099294.2,NP_001092764,NP_001092764.1,NX_Q3SXP7,OTTHUMG00000030991,Protein shisa-like-1,Q3SXP7,Q3SXP8,Q5JZ71,Q9BYB5,SHISAL1,SHISAL1-201,SHSL1_HUMAN,Shisa like 1,UPI0000251ED8,XM_005261790,XM_005261790.3,XP_005261847,XP_005261847.1,hsa:85352,shisa like 1,uc003bet.3
SLC17A7	9606.ENSP00000221485	Vesicular glutamate transporter 1; Mediates the uptake of glutamate into synaptic vesicles at presynaptic nerve terminals of excitatory neural cells. May also mediate the transport of inorganic phosphate.	https://smart.embl.de/smart/DDvec.cgi?smart=560:Pfam_MFS_1(68|453)+TRANS(468|490)+	57030,AAH59379.1,AB032436,AC010619,AK294226,AK294405,B4DFR9,B4DG46,BAA92875.1,BAG57530.1,BAG57657.1,BC059379,BNPI,CAB037183,CCDS12764,CCDS12764.1,CH471177,EAW52485.1,ENSG00000104888,ENSP00000221485,ENSP00000318450,ENSP00000441767,ENSP00000470338,ENSP00000472086,ENST00000221485,ENST00000221485.7,ENST00000312782,ENST00000543531,ENST00000596689,ENST00000596689.1,ENST00000598018,ENST00000598018.1,ENST00000600601,ENST00000600601.5,ENST00000600672,ENST00000600672.5,HGNC:16704,HPA050458,HPA063679,M0R1S5,NM_020309,NM_020309.3,NM_020309.4,NP_064705,NP_064705.1,NX_Q9P2U7,OMIM:605208,OTTHUMG00000183166,Q6PCD0,Q9P2U7,R-HSA-112310,R-HSA-112315,R-HSA-112316,R-HSA-210500,R-HSA-382551,R-HSA-425393,R-HSA-425407,R-HSA-428643,SLC17A7,SLC17A7-201,SLC17A7-202,SLC17A7-203,SLC17A7-204,SLC17A7-205,Solute carrier family 17 member 7,UPI000006F6B8,UPI00017A6F8E,UPI0002A474A9,VGLU1_HUMAN,VGLUT1,VGluT1,Vesicular glutamate transporter 1,hsa:57030,solute carrier family 17 member 7,uc002pnp.4,vesicular glutamate transporter 1
SLC30A3	9606.ENSP00000233535	Zinc transporter 3; Involved in accumulation of zinc in synaptic vesicles.	https://smart.embl.de/smart/DDvec.cgi?smart=388:Pfam_Cation_efflux(76|293)+	7781,AAB39732.1,AAH28358.1,AAY24294.1,AC013413,AK313600,BAG36366.1,BC028358,C9J1K4,C9JHX4,C9JHZ9,C9JM13,C9JV68,CAB079044,CCDS1743,CCDS1743.1,ENSG00000115194,ENSP00000233535,ENSP00000388219,ENSP00000392673,ENSP00000393545,ENSP00000403912,ENSP00000403959,ENSP00000414320,ENSP00000415226,ENST00000233535,ENST00000233535.8,ENST00000424577,ENST00000424577.5,ENST00000426569,ENST00000426569.1,ENST00000426924,ENST00000426924.5,ENST00000432351,ENST00000432351.5,ENST00000445870,ENST00000445870.5,ENST00000447008,ENST00000450118,ENST00000450118.5,ENST00000482990,ENST00000482990.1,ENST00000486309,ENST00000486309.1,ENST00000497341,ENST00000497341.5,H7BZ83,HGNC:11014,HPA060505,HPA067637,NM_001318949,NM_001318949.1,NM_001318949.2,NM_001318950,NM_001318950.1,NM_001318951,NM_001318951.1,NM_001318951.2,NM_003459,NM_003459.4,NM_003459.5,NP_001305878,NP_001305878.1,NP_001305879,NP_001305879.1,NP_001305880,NP_001305880.1,NP_003450,NP_003450.2,NX_Q99726,OMIM:602878,OTTHUMG00000128409,Q8TC03,Q99726,R-HSA-382551,R-HSA-425366,R-HSA-425407,R-HSA-425410,R-HSA-435354,R-HSA-435368,SLC30A3,SLC30A3-201,SLC30A3-202,SLC30A3-203,SLC30A3-204,SLC30A3-205,SLC30A3-206,SLC30A3-207,SLC30A3-208,SLC30A3-209,SLC30A3-210,Solute carrier family 30 member 3,U76010,UPI000006D0B4,UPI000173A52C,UPI000173A52E,UPI000173A52F,UPI000173A531,UPI0003F47CD8,UPI0003F47D55,URS0000D6DCB4,URS0000D6E500,XM_005264547,XM_005264547.2,XM_011533102,XM_011533102.2,XM_011533103,XM_011533103.2,XM_017004873,XM_017004873.1,XM_017004874,XM_017004874.1,XM_017004875,XM_017004875.2,XP_005264604,XP_005264604.1,XP_011531404,XP_011531404.1,XP_011531405,XP_011531405.1,XP_016860362,XP_016860362.1,XP_016860363,XP_016860363.1,XP_016860364,XP_016860364.1,ZNT3,ZNT3_HUMAN,Zinc transporter 3,ZnT-3,hsa:7781,solute carrier family 30 member 3,uc002rjk.4
